lemma	top	first_tag
barney	Z	Z1mf
barnforth	Z	Z1mf
barnham	Z	Z1mf
barnic	Z	Z1mf
barnmouth	Z	Z2
barnsley	Z	Z2
barnstaple	Z	Z2
barnum	Z	Z1m
baron	S	S7.1+/S2.2m
baroness	S	S7.1+/S2.1f
baronet	S	S7.1+/S2.2m
baroque	T	T1.1.1
barr	Z	Z1mf
barratt	Z	Z1mfc
barratts	Z	Z3c
barrie	Z	Z1mf
barristers	G	G2.1/S2mf
barrow	Z	Z2
barry	Z	Z1mf
barrymore	Z	Z1mf
barrytown	Z	Z2
bart	Z	Z1m
bartholomew	Z	Z1m
bartok	Z	Z1mf
barton	Z	Z1mf
barts	Z	Z3c
basarwa	Z	Z2/S2mf
basel	Z	Z2
basham	Z	Z1m
bashkirs	Z	Z2/S2mf
basics	Z	Z3
basil	Z	Z1m
basildon	Z	Z2
basingbourne	Z	Z2
basingstoke	Z	Z2
baskerville	Z	Z1mf
basmati	F	F1
basotho	Z	Z2/S2mf
basque	Z	Z2/S2mf
bassow	Z	Z2
bastille	Z	Z2
bastow	Z	Z2
basu	Z	Z1mf
bateman	Z	Z1
bates	Z	Z1mf
bath	Z	Z2
bathgate	Z	Z2
batik	C	C1
batman	Z	Z3m
batswana	Z	Z2
battersea	Z	Z2
battini	Z	Z3c
battleford	Z	Z2
baume	Z	Z1m
bavaria	Z	Z2
bavarian	Z	Z2
bawdsley	Z	Z2
baydon	Z	Z1mf
bayeaux	Z	Z2
bayonne	F	F1
bayswater	Z	Z2
baywatch	Z	Z3c
baz	Z	Z1mf
bazaar	Z	Z3c
bcal	Z	Z3c
beachers	Z	Z3c
beacon	Z	Z3c
beacons	Z	Z2
beaconsfield	Z	Z2
beade	Z	Z1mf
beales	Z	Z3c
beaman	Z	Z1mf
beardon	Z	Z1mf
bearsden	Z	Z2
beatles	Z	Z3c/K2
beatrice	Z	Z1f
beattie	Z	Z1mf
beatty	Z	Z1mf
beau	Z	Z1m
beaulieu	Z	Z2
beaumont	Z	Z1mf
beaupre	Z	Z2
beauty	Z	Z3mfn
beaver	L	L2mfn
beavers	Z	Z3c
beawar	Z	Z2
beazer	Z	Z3c
becca	Z	Z1f
bechtel	Z	Z3c
beckenham	Z	Z2
becker	Z	Z1mf
beckhalls	Z	Z2
beckton	Z	Z1mf
becky	Z	Z1f
beconsfield	Z	Z2
bedales	Z	Z3
beddgelert	Z	Z2
beddows	Z	Z3c
bedford	Z	Z1mf
bedfords	Z	Z3c
bedfordshire	Z	Z2
bedlingdons	L	L2mfn
bedlington	Z	Z2
bedlow	Z	Z2
bedouin	Z	Z2/S2mf
beeb	Z	Z3
beecham	Z	Z1mf
beefeater	Z	Z3c
beeko	Z	Z1m
beesands	Z	Z2
beeston	Z	Z2
beethoven	Z	Z1mf
beetle	Z	Z3
beets	Z	Z1m
bef	Z	Z1f
behaviours	S	S1.1.1
beijing	Z	Z2
beirut	Z	Z2
bekalan	Z	Z3c
belarus	Z	Z1
belarusian	Z	Z2/S2mf
belarusians	Z	Z2/S2mf
belarussian	Z	Z2
belchum	Z	Z1
belfast	Z	Z2
belfield	Z	Z2
belfields	Z	Z2
belgariad	Z	Z3
belgian	Z	Z2/S2mf
belgians	Z	Z2/S2mf
belgium	Z	Z2
belgrade	Z	Z2
belgrano	Z	Z3fn
belgrave	Z	Z2
belgravia	Z	Z2
belinda	Z	Z1f
belize	Z	Z2
belizean	Z	Z2/S2mf
belizeans	Z	Z2/S2mf
bell	Z	Z3c
bella	Z	Z3
bellbins	Z	Z1m
belldon	Z	Z2
belle	Z	Z1f
bellevue	Z	Z2
bellfields	Z	Z2
bellham	Z	Z2
belling	Z	Z1mf
bellmarsh	Z	Z2
bellstaffe	Z	Z3/B5
belorussia	Z	Z2
belorussian	Z	Z2/S2.2mf
belsay	Z	Z2
belsen	Z	Z2
belstone	F	F1
ben	Z	Z1m
benchers	Z	Z3c
bendel	Z	Z2
benderloch	Z	Z2
benedictine	S	S9/S2mf
benedictus	S	S9/K2
benelmadena	Z	Z2
benelux	M	M7
benetton	Z	Z3
benety	Z	Z3c
bengal	Z	Z2
bengali	Z	Z2/S2mf
benidorm	Z	Z2
benin	Z	Z2
beninese	Z	Z2/S2mf
benitses	Z	Z2
benjamin	Z	Z1mf
benji	Z	Z3mn
benn	Z	Z1mf
benneton	Z	Z3c
bennett	Z	Z1mf
benomie	Z	Z1
benshore	Z	Z2
benson	Z	Z1mf
bensons	Z	Z3c
bentalls	Z	Z3c
bentile	Z	Z3
bentley	Z	Z1
benton	Z	Z2
benue	Z	Z2
benylin	Z	Z3
benz	Z	Z3c
benzes	Z	Z3c
beppers	Z	Z3c
berber	Z	Z2
berbers	Z	Z2/S2mf
berg	Z	Z3
berger	Z	Z3
bergermans	Z	Z3c
berghan	Z	Z3
berghaus	Z	Z3c
berjaya	Z	Z3c
berk	Z	Z1mf
berkeley	Z	Z1mf
berkenheau	Z	Z2
berkensy	Z	Z2
berkhampstead	Z	Z2
berkley	Z	Z2
berkov	Z	Z1mf
berkshire	Z	Z2
berlei	Z	Z3c
berlin	Z	Z2
bermondsey	Z	Z2
bermuda	Z	Z2
bern	Z	Z2
bernadette	Z	Z1f
bernard	Z	Z1mf
bernardo	Z	Z1m
berni	Z	Z3
bernstein	Z	Z1
berry	Z	Z1mf
bert	Z	Z1
bertham	Z	Z2
berthold	Z	Z1m
bertie	Z	Z1m
bertram	Z	Z1m
berwick	Z	Z2
berwyns	Z	Z2
beryl	O	O1.1
besar	Z	Z3c
besford	Z	Z2
bessie	Z	Z1f
betamax	Z	Z3
beteeri	Z	Z2
beth	Z	Z1f
bethlehem	Z	Z2
bethnal	Z	Z2
bethnell	Z	Z2
bett	Z	Z1mf
betty	Z	Z1f
bev	Z	Z1f
bevan	Z	Z3
beverage	Z	Z1mf
beverley	Z	Z2
beverly	Z	Z1f
bevis	Z	Z1mf
bexhill	Z	Z2
bexley	Z	Z2
bezos	Z	Z1
bhagdad	Z	Z2
bhali	Z	Z2
bhd	Z	Z3c
bhikhu	Z	Z1m
bhutan	Z	Z2
bhutanese	Z	Z2/S2mf
biactol	Z	Z3
biafrans	Z	Z2/S2mf
bianca	Z	Z1f
biarritz	Z	Z2
biasion	Z	Z1mf
bibendum	Z	Z1
biblical	S	S9/Q4.1
bicester	Z	Z2
biddington	Z	Z2
bidet	Z	Z1mf
bidford	Z	Z2
bidoun	Z	Z2/S2mf
bierschinkenwurst	F	F1
bierwurst	F	F1
bieulieu	Z	Z2
bigg	Z	Z2
biharis	Z	Z2/S2mf
bikkie	Z	Z3
bilbao	Z	Z2
bilbridge	Z	Z2
billericay	Z	Z2
billy	Z	Z1m
bilthwells	Z	Z2
binariang	Z	Z3c
binchy	Z	Z1mf
bing	Z	Z1m
bingley	Z	Z2
binns	Z	Z3c
bio	Z	Z3
bio-tex	Z	Z3
bioindustry	I	I4/Y1/L1
biomed	Z	Z3/Q4.2/B3
bioplus	Z	Z3
biochemist	Y	Y1/S2mf
biotechnology	Y	Y1
birds	Z	Z3c
birkatex	Z	Z3c
birkenhead	Z	Z2
birley	Z	Z1
birmingham	Z	Z2
birtex	Z	Z3c
birthwells	Z	Z2
biscay	Z	Z2
bishko	Z	Z1m
bishop	S	S9/S2m
bishopbriggs	Z	Z2
bishopston	Z	Z2
bisley	Z	Z2
bisto	Z	Z3
bitscavious	L	L2mfn
bitton	Z	Z3c
blackburn	Z	Z2
blackfriars	Z	Z3c
blackhall	Z	Z2
blackheath	Z	Z2
blackpool	Z	Z2
blackwell	Z	Z1mf
blackwood	Z	Z2
blaenavon	Z	Z2
blair	Z	Z1
blairgowrie	Z	Z2
blake	Z	Z1mf
blakely	Z	Z2
blakes	Z	Z3c
blanc	Z	Z1mf
blanche	Z	Z1mf
blandish	Z	Z1mf
blankenburg	Z	Z2
blarney	Z	Z2
bleadale	Z	Z2
blears	Z	Z1mf
bleath	Z	Z2
blenkensop	Z	Z1mf
blickley	Z	Z2
blighty	Z	Z2
blimhill	Z	Z2
blimp	Z	Z1m
blitz	G	G3
bloc	S	S5+c
blockey	Z	Z1mf
blockheads	Z	Z3
bloggs	Z	Z1mf
blogs	Z	Z1mf
bloom	Z	Z1mf
bloomberg	Z	Z3c
bloomingdales	Z	Z3c
bloomsbury	Z	Z2
blossom	Z	Z1f
blu-tac	O	O1.1
bluecoat	K	K1/S2mf
blurr	Z	Z3c
blyne	Z	Z2
blyton	Z	Z1mf
boar	Z	Z3c
boardmans	Z	Z3c
bob	Z	Z1
bobble	Z	Z3
bobby	Z	Z1m
bobworth	Z	Z2
boca	Z	Z2
bockwurst	F	F1
boddingtons	Z	Z3c
bodem	Z	Z1mf
boden	Z	Z1
boden-doyle	Z	Z1mf
bodmin	Z	Z2
bodram	Z	Z2
bodran	Z	Z2
bodrum	Z	Z2
bodwell	Z	Z2
bodylight	Z	Z3
bodylights	Z	Z3
boeing	Z	Z3c/M5
boeings	M	M5fn
boer	Z	Z2/S2mf
bogart	Z	Z1mf
bogarts	Z	Z3c
bognor	Z	Z2
bogota	Z	Z2
boheme	Z	Z3
bohemia	Z	Z2
bohemian	C	C1/S2mf
bold	Z	Z3
bolero	K	K1
bolger	Z	Z1mf
bolingbroke	Z	Z1mf
bolinger	Z	Z3c
bolivia	Z	Z2
bolivian	Z	Z2/S2mf
bolivians	Z	Z2/S2mf
bollsover	Z	Z2
bologna	Z	Z2
bolognaise	F	F1
bolshevik	G	G1.2/S2mf
bolshevism	G	G1.2/X2.1
bolshie	G	G1.2
bolton	Z	Z2
bombay	Z	Z2
bomburst	Z	Z3c
bon	Z	Z1mf
bona	Z	Z3
bond	Z	Z1mf
bonds	Z	Z3c
bonesgate	Z	Z2
bongo	Z	Z3c
bonham	Z	Z1mf
bonifacia	Z	Z1f
bonington	Z	Z1
bonner	Z	Z1mf
bonnie	Z	Z1f
bonny	Z	Z1mf
bonwick	Z	Z3c
bony	B	B1
bookbinding	Q	Q4.1
booker	Z	Z1mf
bookhouse	Z	Z3
bookpages	Z	Z3c/Y2
bookwood	Z	Z2
boolean	Y	Y2
boon	Z	Z3c
bootle	Z	Z2
boots	Z	Z3c
bordeaux	Z	Z2
border	Z	Z3c
bordino	Z	Z1
boreham	Z	Z1mf
borge	Z	Z1mf
borlays	Z	Z3c
borneo	Z	Z2
boroughs	Z	Z3c
borrowdale	Z	Z2
borsch	Z	Z3c
borstal	G	G2.1/H1c
bosch	Z	Z3c
bosnia	Z	Z2
bosnia-herzegovina	Z	Z2
bosnian	Z	Z2/S2mf
bosnian-muslim	Z	Z2
bosnians	Z	Z2/S2mf
bosphorous	Z	Z2
bosphorus	Z	Z2
bostick	Z	Z3
boston	Z	Z2
boswell	Z	Z3
botswana	Z	Z2
bottomley	Z	Z1mf
boud	Z	Z1
bougue	Z	Z2
boulangerie	F	F1/H1
bourbon	Z	Z1mf
bourne	Z	Z1mf
bournehill	Z	Z2
bournemouth	Z	Z2
bournmouth	Z	Z2
bournville	Z	Z3c
bovis	Z	Z3c
bovril	Z	Z3
bow	Z	Z2
bowater	Z	Z3c
bowden	Z	Z2
bowen	Z	Z1mf
bowerings	Z	Z3c
bowey	Z	Z1mf
bowie	Z	Z1mf
bowland	Z	Z2
bowles	Z	Z1mf
bowmaker	Z	Z3c
bowood	Z	Z2
bowsers	Z	Z3c
boyston	Z	Z3c
bozan	Z	Z3c
brabanti	Z	Z3c
brack	Z	Z2
brackett	Z	Z1mf
bracknel	Z	Z2
bracknell	Z	Z2
brad	Z	Z1m
bradenham	Z	Z3
bradey	Z	Z1mf
bradford	Z	Z2
bradman	Z	Z1mf
bradshaw	Z	Z1mf
brahman	S	S5
brahms	Z	Z1mf
brain	Z	Z1mf
brampton	Z	Z2
bramshot	Z	Z2
branchov	Z	Z2
brandon	Z	Z1mf
branhope	Z	Z2
brannagh	Z	Z1mf
branson	Z	Z1mf
branston	Z	Z3c
brasilia	Z	Z2
brasso	Z	Z3c/B4
bratislava	Z	Z2
braun	Z	Z1mf
braveheart	Z	Z1
brawn	F	F1
brayshaw	Z	Z1
brazil	Z	Z2
brazilian	Z	Z2/S2mf
brazilians	Z	Z2/S2mf
breacon	Z	Z2
break-up	A	A1.1.2
brean	Z	Z2
brecht	Z	Z1mf
brecklin	Z	Z2
brecon	Z	Z2
breconshire	Z	Z2
bremner	Z	Z1
brenda	Z	Z1f
brennen's	Z	Z3c
brent	Z	Z2
brentford	Z	Z2
brentfords	Z	Z3c
bresaola	F	F1
bresch	Z	Z1mf
brescia	Z	Z2
breton	Z	Z2/S2mf
brett	Z	Z1mf
brewer	Z	Z1mf
brewerton	Z	Z1
brian	Z	Z1m
brickbond	Z	Z3
brideshead	Z	Z2
bridgehouse	Z	Z2
bridgend	Z	Z2
bridget	Z	Z1f
bridgetown	Z	Z2
bridgett	Z	Z1f
bridgette	Z	Z1f
bridgewater	Z	Z2
bridport	Z	Z2
bridsal	Z	Z2
brie	F	F1
bries	F	F1
brigadier	G	G3/S7.1+/S2mf
brigg	Z	Z1mf
briggs	Z	Z1mf
brigham	Z	Z1
brighams	Z	Z1
brighton	Z	Z2
brill	Z	Z1mf
brimingham	Z	Z2
brindley	Z	Z2
brink	Z	Z1mf
brio	Z	Z3c
brisbane	Z	Z2
bristol	Z	Z2
brit	Z	Z2/S2mf
britain	Z	Z2
britannia	Z	Z3
britannica	Z	Z3
british-made	A	A1.1.1/Z2
britisher	Z	Z2/S2mf
briton	Z	Z2/S2mf
britons	Z	Z2/S2mf
brits	Z	Z2/S2mf
brittany	Z	Z2
brittas	Z	Z1mf
britten	Z	Z1mf
brixham	Z	Z2
brixton	Z	Z2
broadbent	Z	Z3c
broadgate	Z	Z3c
broadley	Z	Z2
broadmoor	Z	Z2
broadstairs	Z	Z2
broadston	Z	Z2
broadwalk	Z	Z2
broadwater	Z	Z2
broadway	Z	Z2
broccoli	Z	Z1mf
brockenhurst	Z	Z2
brockham	Z	Z2
brom	Z	Z2
bromfield	Z	Z2
bromley	Z	Z2
bromsgrove	Z	Z2
bromwich	Z	Z2
brondefield	Z	Z1mf
bronx	Z	Z2
brook	Z	Z1mf
brooke	Z	Z1mf
brookes	Z	Z3c
brookfield	Z	Z1
brooklands	Z	Z3c
brooklyns	Z	Z2
brookside	Z	Z3c
broomhill	Z	Z2
broughton	Z	Z2
brown	Z	Z1mf
browne	Z	Z1
brownhills	Z	Z3c
brownies	Z	Z3c
bruce	Z	Z1mf
bruford	Z	Z1mf
bruges	Z	Z2
brugge	Z	Z2
brum	Z	Z2
brummie	Z	Z2/S2mf
brummiedom	Z	Z2
brummies	Z	Z2/S2
brummy	Z	Z2/S2
brundle	Z	Z2
brunei	Z	Z2
bruneian	Z	Z2/S2mf
bruneians	Z	Z2/S2mf
brunel	Z	Z1mf
brunell	Z	Z1mf
brunhope	Z	Z2
brunnel	Z	Z1mf
bruno	Z	Z1mf
brunswick	Z	Z1
bruntingthorpe	Z	Z2
brussel	Z	Z2
brussels	Z	Z2
bruxelles	Z	Z2
bryn	Z	Z3fn
bubis	Z	Z2/S2mf
buchanan	Z	Z1mf
bucharest	Z	Z2
bucketeer	Z	Z3c
buckfast	Z	Z3/F2
buckhurst	Z	Z2
buckingham	Z	Z2
buckinghamshire	Z	Z2
bucks	Z	Z2
budapest	Z	Z2
buddha	Z	Z1m
buddhism	S	S9
buddhist	S	S9
buddhist-influenced	Z	Z2
buddhists	S	S9/S2mf
buddy	Z	Z1m
bude	Z	Z2
budeaux	Z	Z2
budgen	Z	Z3c
budvar	Z	Z2
budweiser	Z	Z3c
buffalo	Z	Z2
buffeted	A	A12
bufori	Z	Z3c
bugbury	Z	Z2
bugsy	Z	Z1m
bulgaria	Z	Z2
bulgarian	Z	Z2/S2mf
bulgarians	Z	Z2/S2mf
bulger	Z	Z1mf
bull	Z	Z1
bulldozers	M	M3/A1.1.2
bullens	Z	Z3c
bullied	E	E3
bullmore	Z	Z1
bullock	Z	Z1mf
bullseye	Z	Z3c
bumble	Z	Z3
bumiputera	Z	Z2/S2mf
bumiputeras	Z	Z2/S2mf
bumiputra	Z	Z2/S2mf
bums	Z	Z3
bunbury	Z	Z2
burberry	Z	Z3c
burchill	Z	Z1mf
burford	Z	Z2
burgh	Z	Z1mf
burke	Z	Z1mf
burkina	Z	Z2
burkinabese	Z	Z2/S2mf
burley	Z	Z2
burlington	Z	Z2
burlingtons	Z	Z3c
burma	Z	Z2
burmese	Z	Z2
burndell	Z	Z3c
burnham	Z	Z2
burnley	Z	Z2
burnock	Z	Z2
burnside	Z	Z1mf
burpham	Z	Z2
burrell	Z	Z1mf
burroughs	Z	Z1mf
burscough	Z	Z2
burstow	Z	Z3c
burstows	Z	Z3c
burt	Z	Z1m
burton	Z	Z1mf
burton-on-trent	Z	Z2
burtons	Z	Z3c
burundi	Z	Z2
burundian	Z	Z2
burundians	Z	Z2/S2mf
bury	Z	Z2
buryats	Z	Z2/S2mf
burylands	Z	Z2
bush	Z	Z3c
busham	Z	Z2
bushey	Z	Z2
bushman	M	M7/S2.2m
bushmen	M	M7/S2.2m
businessweek	Z	Z3/Q4.2
businesspeople	I	I2.1/S2mf
bussell	Z	Z1m
buster	Z	Z1m
butchery	L	L1
butland	Z	Z2
butler	Z	Z1mf
butlers	Z	Z3c
butlin	Z	Z1mf
butlins	Z	Z3c
buxton	Z	Z2
bx	Z	Z3
byefleet	Z	Z2
byelorussia	Z	Z2
byfield	Z	Z1mf
byfleet	Z	Z2
bynam	Z	Z2
bynar	Z	Z2
byrds	Z	Z3c
byzantine	Z	Z2/T1.1.1
c	Z	Z5
c#	Y	Y2
c&amp;a	Z	Z3c
c'mon	Z	Z4
c-programme	Y	Y2
c.v.	Q	Q1.2
c1	S	S5
c2s	Z	Z3
c90	Z	Z3fn
c90s	K	K3
cab	Z	Z3c
cad	Y	Y2/G2.1
cadu	Z	Z3c
calus	Z	Z3c
cams	P	P1
cap	P	P1
capd	B	B3
capitb	Z	Z3c
cat	Z	Z3
cat84	Z	Z3
cats	X	X2.4/A5/P1
cb	Q	Q1.3
cbcp	P	P1
cbcps	P	P1
cbd	Z	Z3c
cbi	Z	Z3c
cc	N	N3.4
ccf	Z	Z3c
ccoa	Z	Z3c
ccp	G	G1.2/Z3
ccpr	Z	Z3
cct	Z	Z3c
ccta	Z	Z3c
cctv	Q	Q4.3
cd	K	K3
cd-rom	Y	Y2
cdc	Z	Z3c
cdcs	Z	Z3c
cdp	Z	Z3c
cdq	A	A5.1/I2.2
cdr84	G	G2.1/M1
cdrc	Z	Z3c
ce	Z	Z3
cedaw	Z	Z3
cedaw79	Z	Z3
ceec	Z	Z3c
cef	Z	Z3c
celt	P	P1/Z3c
ceo	S	S7.1+/S2mf
ceos	S	S7.1+/S2mf
cerd	Z	Z3
cerd65	Z	Z3
cescr	Z	Z3
cet	C	C1
cfc	O	O1/W5
cfe	P	P1c
cge	Z	Z3c
cgt14	I	I1/Q1.2
ch	Z	Z3c
cha	Z	Z3c
ci	Z	Z3c
cia	Z	Z3c
cic	Z	Z3
cid	G	G2.1c
cif	Z	Z3c
cii	Z	Z3c
cimb	Z	Z3c
cipfa	Z	Z3c
cis	Z	Z3c
citb	Z	Z3c
ciu	Z	Z3c
cj	Z	Z3c
cjs	Z	Z3c
cls	Z	Z3
cmg	Z	Z3c
cmsr	G	G3
cna	Z	Z3c
cnc	O	O2
cnd	Z	Z3c
cnp	Z	Z3c/Q4.3
co2	O	O1.3
coc	Z	Z3c
cohse	Z	Z3c
cp	P	P1
cpa	B	B2
cpc	Z	Z3c
cpe	P	P1
cpm	B	B3/S2mf
cpo	S	S7.1+/S2mf
cpsa	Z	Z3c
cpve	P	P1
crc	Z	Z3
crc89	Z	Z3
crn	Z	Z3c
cro	G	G2.1c
crs61	Z	Z3
crx	Z	Z3
csa	Z	Z3c
csce	Z	Z3
cses	P	P1
csfb	Z	Z3
cso	Z	Z3c
csr51	G	G2.1/M1
csrp67	G	G2.1/M1
cssp54	Z	Z3
csv	Z	Z3c
csys	P	P1
ct	B	B3
cta	Z	Z3
ctd	M	M1/Q1.1
ctg	Z	Z3c
cto	S	S7.1+/S2mf
cu	Z	Z3c
cv	Q	Q1.2
cvt	M	M3/P1
cvs	Q	Q1.2
cwc93	Z	Z3
cx500	Z	Z3
cabaret	Z	Z3
caboc	F	F2
cadaball	Z	Z1mf
cadbrey	Z	Z3c
cadbury	Z	Z3c
cadbury-schweppes	Z	Z3c
cadburys	Z	Z3c
cadillac	Z	Z3c
caelygirl	Z	Z3c
caerleon	Z	Z2
caernavon	Z	Z2
caerphilly	Z	Z2
caerwent	Z	Z2
caesar	Z	Z1m/T1.1.1
cagjac	Z	Z3c
caine	Z	Z1mf
cairngorms	Z	Z2
cairns	Z	Z1mf
cairo	Z	Z2
cait	Z	Z1
caithness	Z	Z2
cakerawala	Z	Z3c
cal	Z	Z1m
calabrese	L	L3
calais	Z	Z2
calavan	Z	Z1m
calbrook	Z	Z2
calcutta	Z	Z2
caledonian	Z	Z2
calegat	Z	Z2
calella	Z	Z2
calfe	Z	Z1mf
calgary	Z	Z2
calgate	Z	Z2
calif	Z	Z2
calif.	Z	Z2
california	Z	Z2
california-based	Z	Z2/M6
californian	Z	Z2
caligula	Z	Z1m
calimantan	Z	Z2
calkett	Z	Z1mf
callaghan	Z	Z1mf
callard	Z	Z3c
callas	Z	Z1mf
callback	Q	Q1.3
callington	Z	Z2
callor	Z	Z2
calor	Z	Z3c
calsiford	Z	Z2
calstock	Z	Z2
calvados	Z	Z2
calvary	Z	Z2
calvert	Z	Z3
calvinist	S	S9/S2mf
cam	Z	Z2
cambell	Z	Z1mf
camberley	Z	Z2
camberly	Z	Z2
camberlys	Z	Z3c
camberwell	Z	Z2
cambia	Z	Z3c
cambodia	Z	Z2
cambodian	Z	Z2
cambodians	Z	Z2/S2mf
cambozola	F	F1
cambridge	Z	Z2
cambridge-trained	P	P1
cambridgeshire	Z	Z2
camden	Z	Z2c
camel	Z	Z3c
camellia	L	L3
camelot	Z	Z2/S9
camembert	F	F1
camemberts	F	F1
cameron	Z	Z1mf
cameroon	Z	Z2
cameroonians	Z	Z2/S2mf
camille	Z	Z1f
camley	Z	Z2
cammer	Z	Z1mf
cammy	Z	Z3c
camonhill	Z	Z2
camparie	Z	Z3c
campbell	Z	Z1mf
campere	Z	Z2
campjack	B	B5/Z3c
camps	Z	Z1mf
camptors	Z	Z3c
camut	Z	Z1m
canada	Z	Z2
canadian	Z	Z2
canadian-chinese	Z	Z2
canadians	Z	Z2/S2mf
canaria	Z	Z2
canary	Z	Z2
cancercare	Z	Z3c
cancerian	S	S9/S2mf
cancheles	Z	Z3c
candi	Z	Z2
candida	Z	Z1f
candlelight	Z	Z3c
candover	Z	Z2
candy	Z	Z1f
caneria	Z	Z2
canes	Z	Z3c
canne	Z	Z2
cannes	Z	Z2
cannock	Z	Z2
canoeists	M	M4/S2mf
canon	Z	Z3c
cant	Z	Z1mf
cantatas	K	K2
cantels	Z	Z3c
canterbury	Z	Z2
canton	Z	Z2
cantona	Z	Z1mf
cantonas	Z	Z1mf
cantonese	Z	Z2
cantonia	Z	Z2
canyon	W	W3
cape	Z	Z2
caper	L	L3
capetown	Z	Z2
capitol	Z	Z2
capp	Z	Z1mf
capperley	Z	Z2
caprich	Z	Z3c
capricorn	S	S9
capuchin	S	S9/S2mf
caraguela	Z	Z2
carcinoma-pathology	B	B3
cardamoms	F	F1
cardanious	L	L3
cardew	Z	Z1
cardiff	Z	Z2
cardiffian	Z	Z2
cardigan	Z	Z2
cardin	Z	Z1mf
careco	Z	Z3c
carecall	Z	Z3c
carelli	Z	Z1mf
carew	Z	Z2
carey	Z	Z1mf
cargrammes	Q	Q1.3
caribbean	Z	Z2
caribbeans	Z	Z2/S2mf
carl	Z	Z1m
carla	Z	Z1f
carlisle	Z	Z2
carlo	Z	Z1m
carlsberg	Z	Z3c
carlsholm	Z	Z3c
carlton	Z	Z3c
carmel	Z	Z2
carmelite	S	S9/S2mf
carmen	Z	Z1f
carmichael	Z	Z1mf
carmichaels	Z	Z3c
carmogal	Z	Z3c
carnaby	Z	Z2
carnac	Z	Z2
carne	Z	Z1mf
carnegie	Z	Z1mf
carnegy	Z	Z1mf
carnes	Z	Z2
carol	Z	Z1f
carole	Z	Z1f
carolina	Z	Z2
caroline	Z	Z1f
carolyn	Z	Z1f
carpenter	Z	Z1mf
carpenters	Z	Z3c
carphone	Z	Z3c
carr	Z	Z1mf
carre	Z	Z1mf
carrick	Z	Z2
carrie	Z	Z1f
carrite	Z	Z3
carrot	Z	Z1mf
carshalton	Z	Z2
carter	Z	Z1
carters	Z	Z3c
cartland	Z	Z1mf
carwithen	Z	Z2
casablanca	Z	Z2
casbalitz	Z	Z1mf
cascade	O	O4.4
cascine	Z	Z2
cashmere	O	O1.1
casino	K	K5.2/H1c
casio	Z	Z3
caspar	Z	Z1m
casper	Z	Z1m
cassandra	Z	Z1f
cassie	Z	Z1f
cassius	Z	Z1m
castle	Z	Z1mf
castlebrook	Z	Z2
castleton	Z	Z2
castro	Z	Z1mf
castrol	Z	Z3c
casualty	Z	Z3c
catalans	Z	Z2/S2mf
catch-22	A	A12
catdown	Z	Z2
caterina	Z	Z1f
catford	Z	Z2
cath	Z	Z1f
cathay	Z	Z3c
cathcar	Z	Z3c
catherine	Z	Z1f
catherines	Z	Z1f
cathy	Z	Z1f
catley	Z	Z2
catriona	Z	Z1f
caucasian	Z	Z2/S2mf
caucasus	Z	Z2
cavalier	Z	Z3
cavalry	G	G3c
cavendish	Z	Z1mf
cavern	Z	Z3
caxton	Z	Z1mf
cayman	Z	Z2
cazares	Z	Z2
cazenove	Z	Z1m
ceausescu	Z	Z1mf
cebiche	F	F1
cecil	Z	Z1mf
ceefax	Z	Z3
cefax	Z	Z3
ceilidh	K	K1
celcom	Z	Z3c
celebrant	S	S9/S2mf
celia	Z	Z1f
cell-phone	Q	Q1.3
celladry	B	B5/Z3c
cellnet	Z	Z3c/Y1
celts	Z	Z2/S2mf
cemlyn	Z	Z2
centena	Z	Z2
central	Z	Z3c
centrica	Z	Z3c
ceram	Z	Z3c
ceredigian	Z	Z2
ceridian	Z	Z3c
ceuta	Z	Z2
ceylonese	Z	Z2
chad	Z	Z2
chadderton	Z	Z2
chaddy	Z	Z2
chadians	Z	Z2/S2mf
chai	Z	Z1m
chaifetz	Z	Z1m
chaired	S	S7.1
chalfont	Z	Z2
chalford	Z	Z2
challenger	Z	Z3fn
challis	Z	Z1mf
chamberlain	Z	Z1mf
chambers	Z	Z3c
chamine	Z	Z2
chamonix	Z	Z2
champaign	Z	Z2
chan	Z	Z1m
chancellor	G	G1.1/S2mf
chancery	G	G2.1/H1
chandler	Z	Z1mf
chandlers	Z	Z2
chanel	Z	Z3c
chang	Z	Z1
changwon	Z	Z2
chao	Z	Z1
chapel	Z	Z2
chapelfield	Z	Z2
chaplin	Z	Z1mf
chare	Z	Z3
charford	Z	Z2
charlene	Z	Z1f
charles	Z	Z1m
charleston	Z	Z2
charlie	Z	Z1m
charlotte	Z	Z1f
charlottes	Z	Z1f
charlotteville	Z	Z2
charlsdon	Z	Z2
charlton	Z	Z1mf
charmaine	Z	Z1f
charmeney	Z	Z2
charmian	Z	Z1
charnrose	Z	Z3c
charterhouse	Z	Z3c
chas	Z	Z1m
chateauonline	Z	Z3c/Y2
chatham	Z	Z2
chatterbox	Q	Q2.1/N5+mf
chatterley	Z	Z1mf
chatterly	Z	Z1mf
chaucer	Z	Z1m
chaz	Z	Z1
cheah-foong	Z	Z1f
cheam	Z	Z2
cheapside	Z	Z2
chechens	Z	Z2/S2mf
cheddar	Z	Z2
chee	Z	Z1m
cheeky	Z	Z3
cheers	Z	Z3c
chek	Z	Z1m
chekiang	Z	Z2
